"word","pinyin","pinyinf","category","meaning"
"见多识广","jian4 duo1 shi2 guang3","jiàn duō shí guǎng","成語","経験が豊富で知識が広い"
"见解","jian4 jie3","jiàn jiě","",""
"见面","jian4 mian4","jiàn miàn","",""
"见闻","jian4 wen2","jiàn wén","",""
"见义勇为","jian4 yi4 yong3 wei2","jiàn yì yǒng wéi","成語","正義のために勇敢に戦う"
"健康","jian4 kang1","jiàn kāng","",""
"健身房","jian4 shen1 fang2","jiàn shēn fáng","",""
"建立","jian4 li4","jiàn lì","",""
"建设","jian4 she4","jiàn shè","",""
"建议","jian4 yi4","jiàn yì","",""
"键盘","jian4 pan2","jiàn pán","",""
"践踏","jian4 ta4","jiàn tà","",""
"坚挺","jian1 ting3","jiān tǐng","",""
"将近","jiang1 jin4","jiāng jìn","",""
"将军","jiang1 jun1","jiāng jūn","",""
"将来","jiang1 lai2","jiāng lái","",""
"僵硬","jiang1 ying4","jiāng yìng","",""
"桨","jiang3","jiǎng","",""
"讲","jiang3","jiǎng","",""
"讲究","jiang3 jiu","jiǎng jiu","",""
"讲座","jiang3 zuo4","jiǎng zuò","",""
"奖金","jiang3 jin1","jiǎng jīn","",""
"奖励","jiang3 li4","jiǎng lì","",""
"奖赏","jiang3 shang3","jiǎng shǎng","",""
"降低","jiang4 di1","jiàng dī","",""
"降临","jiang4 lin2","jiàng lín","",""
"降落","jiang4 luo4","jiàng luò","",""
"酱油","jiang4 you2","jiàng yóu","",""
"教","jiao4","jiào","",""
"浇","jiao1","jiāo","",""
"交","jiao1","jiāo","",""
"交代","jiao1 dai4","jiāo dài","",""
"交换","jiao1 huan4","jiāo huàn","",""
"交流","jiao1 liu2","jiāo liú","",""
"交涉","jiao1 she4","jiāo shè","",""
"交通","jiao1 tong1","jiāo tōng","",""
"交易","jiao1 yi4","jiāo yì","",""
"骄傲","jiao1 ao4","jiāo ào","",""
"焦点","jiao1 dian3","jiāo diǎn","",""
"焦急","jiao1 ji2","jiāo jí","",""
"娇气","jiao1 qi","jiāo qi","",""
"郊区","jiao1 qu1","jiāo qū","",""
"胶水","jiao1 shui3","jiāo shuǐ","",""
"脚","jiao3","jiǎo","",""
"角","jiao3","jiǎo","",""
"角度","jiao3 du4","jiǎo dù","",""
"角落","jiao3 luo4","jiǎo luò","",""
"搅拌","jiao3 ban4","jiǎo bàn","",""
"狡猾","jiao3 hua2","jiǎo huá","",""
"缴纳","jiao3 na4","jiǎo nà","",""
"饺子","jiao3 zi","jiǎo zi","",""
"叫","jiao4","jiào","",""
"教材","jiao4 cai2","jiào cái","",""
"教练","jiao4 lian4","jiào liàn","",""
"教师","jiao4 shi1","jiào shī","",""
"教授","jiao4 shou4","jiào shòu","",""
"教训","jiao4 xun","jiào xun","",""
"教养","jiao4 yang3","jiào yǎng","",""
"教育","jiao4 yu4","jiào yù","",""
"较量","jiao4 liang4","jiào liàng","",""
"皆","jie1","jiē","",""
"接","jie1","jiē","",""
"接待","jie1 dai4","jiē dài","",""
"接近","jie1 jin4","jiē jìn","",""
"接连","jie1 lian2","jiē lián","",""
"接受","jie1 shou4","jiē shòu","",""
"接着","jie1 zhe","jiē zhe","",""
"阶层","jie1 ceng2","jiē céng","",""
"阶段","jie1 duan4","jiē duàn","",""
"街道","jie1 dao4","jiē dào","",""
"揭发","jie1 fa1","jiē fā","",""
"揭露","jie1 lu4","jiē lù","",""
"结实","jie2 shi2?","jié shí","",""
"节","jie2","jié","",""
"节目","jie2 mu4","jié mù","",""
"节日","jie2 ri4","jié rì","",""
"节省","jie2 sheng3","jié shěng","",""
"节约","jie2 yue1","jié yuē","",""
"杰出","jie2 chu1","jié chū","",""
"结构","jie2 gou4","jié gòu","",""
"结果","jie2 guo3","jié guǒ","",""
"结合","jie2 he2","jié hé","",""
"结婚","jie2 hun1","jié hūn","",""
"结晶","jie2 jing1","jié jīng","",""
"结局","jie2 ju2","jié jú","",""
"结论","jie2 lun4","jié lùn","",""
"结束","jie2 shu4","jié shù","",""
"结算","jie2 suan4","jié suàn","",""
"结帐","jie2 zhang4","jié zhàng","",""
"竭尽全力","jie2 jin4 quan2 li4","jié jìn quán lì","成語","全力を尽くして"
"截至","jie2 zhi4","jié zhì","",""
"解放","jie3 fang4","jiě fàng","",""
"解雇","jie3 gu4","jiě gù","",""
"解决","jie3 jue2","jiě jué","",""
"解剖","jie3 pou1","jiě pōu","",""
"解散","jie3 san4","jiě sàn","",""
"解释","jie3 shi4","jiě shì","",""
"解说员","jie3 shuo1 yuan2","jiě shuō yuán","",""
"解体","jie3 ti3","jiě tǐ","",""
"姐姐","jie3 jie","jiě jie","",""
"届","jie4","jiè","",""
"借","jie4","jiè","",""
"借鉴","jie4 jian4","jiè jiàn","",""
"借口","jie4 kou3","jiè kǒu","",""
"借助","jie4 zhu4","jiè zhù","",""
"戒备","jie4 bei4","jiè bèi","",""
"戒烟","jie4 yan1","jiè yān","",""
"戒指","jie4 zhi","jiè zhi","",""
"介绍","jie4 shao4","jiè shào","",""
"界限","jie4 xian4","jiè xiàn","",""
"津津有味","jin1 jin1 you3 wei4","jīn jīn yǒu wèi","成語","非常に興味深い"
"今天","jin1 tian1","jīn tiān","",""
"紧","jin3","jǐn","",""
"紧急","jin3 ji2","jǐn jí","",""
"紧密","jin3 mi4","jǐn mì","",""
"紧迫","jin3 po4","jǐn pò","",""
"紧张","jin3 zhang1","jǐn zhāng","",""
"尽管","jin4 guan3","jìn guǎn","",""
"尽快","jin4 kuai4","jìn kuài","",""
"尽量","jin4 liang4?","jìn liàng","",""
"锦绣前程","jin1 xiu4 qian2 cheng2","jīn xiù qián chéng","成語","輝かしい前途"
"进","jin4","jìn","",""
"进步","jin4 bu4","jìn bù","",""
"进而","jin4 er2","jìn ér","",""
"进攻","jin4 gong1","jìn gōng","",""
"进化","jin4 hua4","jìn huà","",""
"进口","jin4 kou3","jìn kǒu","",""
"进行","jin4 xing2","jìn xíng","",""
"进展","jin4 zhan3","jìn zhǎn","",""
"近","jin4","jìn","",""
"近代","jin4 dai4","jìn dài","",""
"近来","jin4 lai2","jìn lái","",""
"近视","jin4 shi4","jìn shì","",""
"浸泡","jin4 pao4","jìn pào","",""
"晋升","jin4 sheng1","jìn shēng","",""
"劲头","jin4 tou2","jìn tóu","",""
"禁止","jin3 zhi3","jǐn zhǐ","",""
"茎","jing1","jīng","",""
"精彩","jing1 cai3","jīng cǎi","",""
"精打细算","jing1 da3 xi4 suan4","jīng dǎ xì suàn","成語","詳細な計画を立てる、緻密な計算をする"
"精华","jing1 hua2","jīng huá","",""
"精简","jing1 jian3","jīng jiǎn","",""
"精力","jing1 li4","jīng lì","",""
"精密","jing1 mi4","jīng mì","",""
"精确","jing1 que4","jīng què","",""
"精神","jing1 shen2","jīng shén","",""
"精通","jing1 tong1","jīng tōng","",""
"精心","jing1 xin1","jīng xīn","",""
"精益求精","jing1 yi4 qiu2 jing1","jīng yì qiú jīng ","成語","精を出してたゆまず向上する"
"精致","jing1 zhi4","jīng zhì","",""
"经常","jing1 chang2","jīng cháng","",""
"经典","jing1 dian3","jīng diǎn","",""
"经费","jing1 fei4","jīng fèi","",""
"经过","jing1 guo4","jīng guò","",""
"经济","jing1 ji4","jīng jì","",""
"经理","jing1 li3","jīng lǐ","",""
"经历","jing1 li4","jīng lì","",""
"经商","jing1 shang1","jīng shāng","",""
"经纬","jing1 wei3","jīng wěi","",""
"经验","jing1 yan4","jīng yàn","",""
"惊动","jing1 dong4","jīng dòng","",""
"惊奇","jing1 qi2","jīng qí","",""
"惊讶","jing1 ya4","jīng yà","",""
"兢兢业业","jing1 jing1 ye4 ye4","jīng jīng yè yè ","成語","勤勉でまじめである"
"京剧","jing1 ju4","jīng jù","",""
"井","jing3","jǐng","",""
"警察","jing3 cha2","jǐng chá","",""
"警惕","jing3 ti4","jǐng tì","",""
"景色","jing3 se4","jǐng sè","",""
"颈椎","jing3 zhui1","jǐng zhuī","",""
"敬爱","jing4 ai4","jìng ài","",""
"敬礼","jing4 li3","jìng lǐ","",""
"竞选","jing4 xuan3","jìng xuǎn","",""
"镜头","jing4 tou2","jìng tóu","",""
"镜子","jing4 zi","jìng zi","",""
"纠纷","jiu1 fen1","jiū fēn","",""
"纠正","jiu1 zheng4","jiū zhèng","",""
"究竟","jiu1 jing4","jiū jìng","",""
"九","jiu3","jiŭ","",""
"久","jiu3","jiŭ","",""
"酒吧","jiu3 ba1","jiŭ bā","",""
"酒精","jiu3 jing1","jiŭ jīng","",""
"旧","jiu4","jiù","",""
"救","jiu4","jiù","",""
"救护车","jiu4 hu4 che1","jiù hù chē","",""
"救济","jiu4 ji4","jiù jì","",""
"就","jiu4","jiù","",""
"就近","jiu4 jin4","jiù jìn","",""
"就业","jiu4 ye4","jiù yè","",""
"就职","jiu4 zhi2","jiù zhí","",""
"舅舅","jiu4 jiu","jiù jiu","",""
"鞠躬","ju1 gong1","jū gōng","",""
"拘留","ju1 liu2","jū liú","",""
"拘束","ju1 shu4","jū shù","",""
"居住","ju1 zhu4","jū zhù","",""
"局部","ju2 bu4","jú bù","",""
"局面","ju2 mian4","jú miàn","",""
"局势","ju2 shi4","jú shì","",""
"局限","ju2 xian4","jú xiàn","",""
"桔子","ju2 zi","jú zi","",""
"举","ju3","jǔ","",""
"举动","ju3 dong4","jǔ dòng","",""
"举世闻名","ju3 shi4 wen2 ming2","jǔ shì wén míng","成語","天下に名が知られている"
"举世瞩目","ju3 shi4 zhu3 mu4","jǔ shì zhǔ mù","成語","全世界の注目を集める"
"举行","ju3 xing2","jǔ xíng","",""
"举足轻重","ju3 zu2 qing1 zhong4","jǔ zú qīng zhòng","成語","一挙手一投足が重大な決定力を持っている"
"咀嚼","ju3 jue2","jǔ jué","",""
"沮丧","ju3 sang1","jǔ sāng","",""
"具备","ju4 bei4","jù bèi","",""
"剧本","ju4 ben3","jù běn","",""
"剧烈","ju4 lie4","jù liè","",""
"巨大","ju4 da4","jù dà","",""
"聚会","ju4 hui4","jù huì","",""
"聚精会神","ju4 jing1 hui4 shen2","jù jīng huì shén","成語","一心不乱に"
"拒绝","ju4 jue2","jù jué","",""
"俱乐部","ju4 le4 bu4","jù lè bù","",""
"距离","ju4 li2","jù lí","",""
"据说","ju4 shuo1","jù shuō","",""
"据悉","ju4 xi1","jù xī","",""
"句子","ju4 zi","jù zi","",""
"捐","juan1","juān","",""
"卷","juan3","juǎn","",""
"决策","jue2 ce4","jué cè","",""
"决定","jue2 ding4","jué dìng","",""
"决赛","jue2 sai4","jué sài","",""
"决心","jue2 xin1","jué xīn","",""
"觉得","jue2 de","jué de","",""
"觉醒","jue2 xing3","jué xǐng","",""
"绝对","jue2 dui4","jué duì","",""
"绝望","jue2 wang4","jué wàng","",""
"角色","jiao3 se4","jiǎo sè","",""
"军队","jun1 dui4","jūn duì","",""
"军事","jun1 shi4","jūn shì","",""
"均匀","jun1 yun2","jūn yún","",""
"咖啡","ka1 fei1","kā fēi","",""
"卡车","ka3 che1","kǎ chē","",""
"卡通","ka3 tong1","kǎ tōng","",""
"开","kai1","kāi","",""
"开采","kai1 cai3","kāi cǎi","",""
"开除","kai1 chu2","kāi chú","",""
"开发","kai1 fa1","kāi fā","",""
"开放","kai1 fang4","kāi fàng","",""
"开阔","kai1 kuo4","kāi kuò","",""
"开朗","kai1 lang3","kāi lǎng","",""
"开明","kai1 ming2","kāi míng","",""
"开幕式","kai1 mu4 shi4","kāi mù shì","",""
"开始","kai1 shi3","kāi shǐ","",""
"开水","kai1 shui3","kāi shuǐ","",""
"开拓","kai1 tuo4","kāi tuò","",""
"开玩笑","kai1 wan2 xiao4","kāi wán xiào","",""
"开展","kai1 zhan3","kāi zhǎn","",""
"开支","kai1 zhi1","kāi zhī","",""
"刊登","kan1 deng1","kān dēng","",""
"刊物","kan1 wu4","kān wù","",""
"勘探","kan1 tan4","kān tàn","",""
"砍","kan3","kǎn","",""
"看","kan4","kàn","",""
"看不起","kan4 bu qi3","kàn bu qǐ","",""
"看待","kan4 dai4","kàn dài","",""
"看法","kan4 fa3","kàn fǎ","",""
"看见","kan4 jian4","kàn jiàn","",""
"看来","kan4 lai2","kàn lái","",""
"看望","kan4 wang4","kàn wàng","",""
"慷慨","kang1 kai3","kāng kǎi","",""
"扛","kang2","káng","",""
"抗议","kang4 yi4","kàng yì","",""
"考察","kao3 cha2","kǎo chá","",""
"考古","kao3 gu3","kǎo gǔ","",""
"考核","kao3 he2","kǎo hé","",""
"考虑","kao3 lv4","kǎo lǜ","",""
"考试","kao3 shi4","kǎo shì","",""
"靠拢","kao4 long3","kào lǒng","",""
"棵","ke1","kē","",""
"磕","ke1","kē","",""
"颗","ke1","kē","",""
"颗粒","ke1 li4","kē lì","",""
"科目","ke1 mu4","kē mù","",""
"科学","ke1 xue2","kē xué","",""
"咳嗽","ke2 sou","ké sou","",""
"渴","ke3","kě","",""
"可爱","ke3 ai4","kě ài","",""
"可观","ke3 guan1","kě guān","",""
"可见","ke3 jian4","kě jiàn","",""
"可靠","ke3 kao4","kě kào","",""
"可口","ke3 kou3","kě kǒu","",""
"可怜","ke3 lian2","kě lián","",""
"可能","ke3 neng2","kě néng","",""
"可怕","ke3 pa4","kě pà","",""
"可是","ke3 shi4","kě shì","",""
"可恶","ke3 wu4","kě wù","",""
"可惜","ke3 xi1","kě xī","",""
"可笑","ke3 xiao4","kě xiào","",""
"可行","ke3 xing2","kě xíng","",""
"可以","ke3 yi3","kě yǐ","",""
"刻","ke4","kè","",""
"刻不容缓","ke4 bu4 rong2 huan3","kè bù róng huǎn","成語","一刻の猶予もない"
"刻苦","ke4 ku3","kè kǔ","",""
"课","ke4","kè","",""
"课程","ke4 cheng2","kè chéng","",""
"课题","ke4 ti2","kè tí","",""
"克","ke4","kè","",""
"克服","ke4 fu2","kè fú","",""
"客观","ke4 guan1","kè guān","",""
"客户","ke4 hu4","kè hù","",""
"客人","ke4 ren2","kè rén","",""
"啃","ken3","kěn","",""
"肯定","ken3 ding4","kěn dìng","",""
"恳切","ken3 qie4","kěn qiè","",""
"坑","keng1","kēng","",""
"空洞","kong1 dong4","kōng dòng","",""
"空间","kong1 jian1","kōng jiān","",""
"空气","kong1 qi4","kōng qì","",""
"空前绝后","kong1 qian2 jue2 hou4","kōng qián jué hòu","成語","後にも先にもない"
"空调","kong1 tiao2","kōng tiáo","",""
"空想","kong1 xiang3","kōng xiǎng","",""
"空虚","kong1 xu1","kōng xū","",""
"孔","kong3","kǒng","",""
"恐怖","kong3 bu4","kǒng bù","",""
"恐吓","kong3 xia4","kǒng xià","",""
"恐惧","kong3 ju4","kǒng jù","",""
"恐怕","kong3 pa4","kǒng pà","",""
"空白","kong4 bai2","kòng bái","",""
"空闲","kong4 xian2","kòng xián","",""
"口","kou3","kǒu","",""
"口气","kou3 qi4","kǒu qì","",""
"口腔","kou3 qiang1","kǒu qiāng","",""
"口头","kou3 tou2","kǒu tóu","",""
"口味","kou3 wei4","kǒu wèi","",""
"口音","kou3 yin","kǒu yin","",""
"哭","ku1 ","kū","",""
"枯竭","ku1 jie2","kū jié","",""
"枯燥","ku1 zao4","kū zào","",""
"苦","ku3","kǔ","",""
"苦尽甘来","ku3 jin4 gan1 lai2","kǔ jìn gān lái","成語","苦あれば楽あり"
"裤子","ku4 zi","kù zi","",""
"夸","kua1","kuā","",""
"挎","kua4","kuà","",""
"块","kuai4","kuài","",""
"快","kuai4","kuài","",""
"快活","kuai4 huo","kuài huo","",""
"快乐","kuai4 le4","kuài lè","",""
"会计","kuai4 ji4","kuài jì","",""
"筷子","kuai4 zi","kuài zi","",""
"宽","kuan1","kuān","",""
"宽敞","kuan1 chang3","kuān chǎng","",""
"款式","kuan3 shi4","kuǎn shì","",""
"筐","kuang1","kuāng","",""
"旷课","kuang4 ke4","kuàng kè","",""
"框架","kuang4 jia4","kuàng jià","",""
"况且","kuang4 qie3","kuàng qiě","",""
"矿泉水","kuang4 quan2 shui3","kuàng quán shuǐ","",""
"亏待","kui1 dai4","kuī dài","",""
"亏损","kui1 sun3","kuī sǔn","",""
"昆虫","kun1 chong2","kūn chóng","",""
"捆绑","kun3 bang3","kǔn bǎng","",""
"困","kun4","kùn","",""
"困难","kun4 nan","kùn nan","",""
"扩充","kuo4 chong1","kuò chōng","",""
"扩大","kuo4 da4","kuò dà","",""
"扩散","kuo4 san4","kuò sàn","",""
"扩张","kuo4 zhang1","kuò zhāng","",""
"拉","la1","lā","",""
"垃圾桶","la1 ji1 tong3","lā jī tǒng","",""
"喇叭","la1 ba","lā ba","",""
"辣","la4","là","",""
"辣椒","la4 jiao1","là jiāo","",""
"蜡烛","la4 zhu2","là zhú","",""
"啦","la","la","",""
"来","lai2","lái","",""
"来不及","lai2 bu ji2","lái bu jí","",""
"来得及","lai2 de ji2","lái de jí","",""
"来历","lai2 li4","lái lì","",""
"来源","lai2 yuan2","lái yuán","",""
"来自","lai2 zi4","lái zì","",""
"拦","lan2","lán","",""
"蓝","lan2","lán","",""
"栏目","lan2 mu4","lán mù","",""
"懒","lan3","lǎn","",""
"懒惰","lan3 duo4","lǎn duò","",""
"烂","lan4","làn","",""
"狼","lang2","láng","",""
"狼狈","lang2 bei4","láng bèi","",""
"朗读","lang3 du2","lǎng dú","",""
"浪费","lang4 fei4","làng fèi","",""
"浪漫","lang4 man4","làng màn","",""
"捞","lao1","lāo","",""
"劳动","lao2 dong4","láo dòng","",""
"劳驾","lao2 jia4","láo jià","",""
"牢固","lao2 gu4","láo gù","",""
"牢骚","lao2 sao","láo sao","",""
"老","lao3","lǎo","",""
"老百姓","lao3 bai3 xing4","lǎo bǎi xìng","",""
"老板","lao3 ban3","lǎo bǎn","",""
"老虎","lao3 hu3","lǎo hǔ","",""
"老师","lao3 shi1","lǎo shī","",""
"老鼠","lao3 shu3","lǎo shǔ","",""
"姥姥","lao3 lao","lǎo lao","",""
"乐趣","le4 qu4","lè qù","",""
"乐意","le4 yi4","lè yì","",""
"了","liao3","liǎo","",""
"雷","lei2","léi","",""
"雷达","lei2 da2","léi dá","",""
"累","lei4","lèi","",""
"类","lei4","lèi","",""
"冷","leng3","lěng","",""
"冷淡","leng3 dan4","lěng dàn","",""
"冷静","leng3 jing4","lěng jìng","",""
"冷酷","leng3 ku4","lěng kù","",""
"冷却","leng3 que4","lěng què","",""
"愣","leng4","lèng","",""
"梨","li2","lí","",""
"离","li2","lí","",""
"离婚","li2 hun1","lí hūn","",""
"离开","li2 kai1","lí kāi","",""
"厘米","li2 mi3","lí mǐ","",""
"黎明","li2 ming2?","lí míng","",""
"里","li3","lǐ","",""
"里程碑","li3 cheng2 bei1","lǐ chéng bēi","",""
"礼拜天","li3 bai4 tian1","lǐ bài tiān","",""
"礼貌","li3 mao4","lǐ mào","",""
"礼物","li3 wu4","lǐ wù","",""
"理睬","li3 cai3","lǐ cǎi","",""
"理发","li3 fa1","lǐ fā","",""
"理解","li3 jie3","lǐ jiě","",""
"理论","li3 lun4","lǐ lùn","",""
"理想","li3 xiang3","lǐ xiǎng","",""
"理由","li3 you2","lǐ yóu","",""
"理直气壮","li3 zhi2 qi4 zhuang4","lǐ zhí qì zhuàng","成語","理屈が通っていて正々堂々としている"
"粒","li4","lì","",""
"立方","li4 fang1","lì fāng","",""
"立即","li4 ji2","lì jí","",""
"立交桥","li4 jiao1 qiao2","lì jiāo qiáo","",""
"立刻","li4 ke4","lì kè","",""
"立体","li4 ti3","lì tǐ","",""
"立足","li4 zu2","lì zú","",""
"历代","li4 dai4","lì dài","",""
"厉害","li4 hai4","lì hài","",""
"历来","li4 lai2","lì lái","",""
"历史","li4 shi3","lì shǐ","",""
"利害","li4 hai4","lì hài","",""
"利率","li4 lv4?","lì lǜ","",""
"力量","li4 liang","lì liang","",""
"力气","li4 qi","lì qi","",""
"力争","li4 zheng1","lì zhēng","",""
"例如","li4 ru2","lì rú","",""
"例外","li4 wai4","lì wài","",""
"利息","li4 xi1","lì xī","",""
"利益","li4 yi4","lì yì","",""
"利用","li4 yong4","lì yòng","",""
"俩","lia3","liǎ","",""
"连","lian2","lián","",""
"连忙","lian2 mang2","lián máng","",""
"连年","lian2 nian2","lián nián","",""
"连同","lian2 tong2","lián tóng","",""
"连续剧","lian2 xu4 ju4","lián xù jù","",""
"联合","lian2 he2","lián hé","",""
"联欢","lian2 huan1","lián huān","",""
"联络","lian2 luo4","lián luò","",""
"联盟","lian2 meng2","lián méng","",""
"联系","lian2 xi4","lián xì","",""
"联想","lian2 xiang3","lián xiǎng","",""
"廉洁","lian2 jie2","lián jié","",""
"脸","lian3","liǎn","",""
"练习","lian4 xi2","liàn xí","",""
"良好","liang2 hao3?","liáng hǎo","",""
"凉快","liang2 kuai4","liáng kuài","",""
"粮食","liang2 shi2","liáng shí","",""
"两","liang3","liǎng","",""
"亮","liang4","liàng","",""
"辆","liang4","liàng","",""
"晾","liang4","liàng","",""
"谅解","liang4 jie3","liàng jiě","",""
"辽阔","liao2 kuo4","liáo kuò","",""
"聊天","liao2 tian1","liáo tiān","",""
"了不起","liao3 bu4? qi3","liǎo bù qǐ","",""
"列举","lie4 ju3","liè jǔ","",""
"琳","lin2","lín","",""
"临床","lin2 chuang2","lín chuáng","",""
"临时","lin2 shi2","lín shí","",""
"邻居","lin2 ju1","lín jū","",""
"吝啬","lin4 se4","lìn sè","",""
"铃","ling2","líng","",""
"零","ling2","líng","",""
"零件","ling2 jian4","líng jiàn","",""
"零钱","ling2 qian2","líng qián","",""
"零食","ling2 shi2","líng shí","",""
"零星","ling2 xing1","líng xīng","",""
"灵魂","ling2 hun2","líng hún","",""
"灵敏","ling2 min3","líng mǐn","",""
"领导","ling3 dao3","lǐng dǎo","",""
"领会","ling3 hui4","lǐng huì","",""
"领事馆","ling3 shi4 guan3","lǐng shì guǎn","",""
"领土","ling3 tu3","lǐng tǔ","",""
"领悟","ling3 wu4","lǐng wù","",""
"领先","ling3 xian1","lǐng xiān","",""
"领袖","ling3 xiu4","lǐng xiù","",""
"另外","ling4 wai4","lìng wài","",""
"留","liu2","liú","",""
"留念","liu2 nian4","liú niàn","",""
"留神","liu2 shen2","liú shén","",""
"留学","liu2 xue2","liú xué","",""
"流传","liu2 chuan2","liú chuán","",""
